age,WORKCLASS,fnlwgt,EDUCATION,educational_num,MARITAL_STATUS,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_>50K
40,1,226608,4,10,1,12,1,1,1,0,0,30,27,1
23,1,91733,3,13,2,12,2,1,2,3325,0,40,1,0
24,1,140001,7,9,2,6,2,1,1,0,0,35,23,0
29,1,195284,1,16,1,10,1,1,2,0,0,60,1,1
22,1,185279,7,9,2,7,2,1,1,0,0,16,1,0
20,#N/A,41035,4,10,2,#N/A,2,1,1,0,0,20,1,0
53,1,58535,7,9,1,6,1,1,2,0,0,40,1,0
37,4,45937,15,12,3,1,4,1,2,0,0,40,1,1
44,1,169397,7,9,3,11,3,1,1,0,0,40,1,1
46,3,97176,4,10,3,1,4,1,2,0,0,50,1,0
28,1,198813,7,9,2,7,2,2,2,0,0,40,1,0
47,3,218676,10,14,3,1,3,1,1,0,0,45,1,0
17,5,39815,8,6,2,2,2,1,2,0,0,25,1,0
24,1,173679,#N/A,11,3,2,3,1,1,0,0,20,1,0
44,6,327573,10,14,1,10,1,1,1,0,0,40,1,0
30,1,329425,4,10,2,9,2,1,1,0,0,48,1,0
34,1,85632,4,10,3,4,4,1,2,0,0,40,1,1
34,1,378272,7,9,3,5,3,1,1,0,0,40,1,0
26,1,120268,7,9,3,2,3,1,1,0,0,50,1,0
49,5,159726,9,7,1,7,5,1,1,0,0,40,1,0
41,1,32878,3,13,3,10,3,1,1,0,0,45,1,1
49,1,121124,7,9,3,10,3,1,1,0,0,50,1,0
17,1,94774,8,6,2,2,2,1,2,0,0,10,1,0
37,1,329026,7,9,3,4,4,1,2,0,0,40,1,1
48,1,195554,5,4,1,2,1,1,1,0,0,40,1,0
32,1,117444,3,13,2,1,1,1,1,0,0,50,1,0
60,#N/A,56248,7,9,3,#N/A,3,1,1,0,1485,70,1,1
23,1,172232,7,9,3,3,3,1,1,0,0,50,1,0
44,1,168515,4,10,1,4,1,1,2,0,0,40,14,0
33,5,120064,3,13,2,10,1,1,2,0,0,45,1,0
58,4,298643,7,9,1,4,5,2,2,0,0,40,1,0
37,1,138105,7,9,#N/A,11,5,1,2,0,0,40,1,0
42,3,352196,7,9,#N/A,2,1,1,2,0,0,22,1,0
44,1,299197,4,10,2,3,1,1,1,0,0,45,1,0
20,1,55465,7,9,2,2,2,1,1,0,0,35,1,0
23,1,189461,7,9,2,6,6,1,1,0,0,55,1,0
31,1,170430,12,15,2,10,1,1,2,0,0,80,#N/A,0
58,2,139736,7,9,2,4,1,1,1,0,1741,40,1,0
55,1,272656,3,13,3,12,3,1,1,0,0,55,1,1
34,1,216645,7,9,3,5,3,1,1,0,0,40,1,1
56,1,59469,5,4,3,11,3,1,1,0,0,40,11,0
53,3,34973,4,10,3,8,3,1,1,0,0,45,1,0
24,1,117606,3,13,2,1,2,1,2,0,0,35,1,0
47,1,106255,4,10,3,11,3,1,1,0,0,40,1,0
36,1,89040,9,7,3,3,3,1,1,0,0,47,1,0
63,#N/A,231777,10,14,3,#N/A,3,1,1,0,0,30,1,0
47,1,175958,4,10,#N/A,2,1,1,1,0,0,21,1,0
33,1,200246,4,10,5,10,1,1,1,0,0,40,1,0
19,5,223326,4,10,2,9,2,1,1,0,1721,35,1,0
61,1,87032,7,9,4,4,1,1,2,0,0,40,1,0
24,1,208503,4,10,2,5,1,1,1,0,0,42,1,0
27,3,95423,4,10,3,11,3,1,1,0,0,60,1,0
55,1,250149,4,10,3,10,3,1,1,0,0,40,1,1
27,1,206903,3,13,2,7,5,1,1,0,0,35,1,0
29,4,41013,12,15,2,10,1,1,2,0,0,55,1,0
55,1,183580,4,10,3,11,3,1,1,0,0,38,1,0
51,3,174102,3,13,3,6,3,1,1,0,0,8,1,0
33,6,137421,7,9,3,6,3,3,1,0,0,45,3,0
23,4,344394,4,10,3,4,6,1,2,0,0,40,1,0
30,1,167476,4,10,1,5,1,1,1,0,0,50,1,0
38,2,142282,3,13,2,10,1,1,2,0,0,40,1,0
47,4,382532,4,10,3,11,3,1,1,0,1887,40,1,1
20,1,47039,4,10,2,11,2,1,1,0,0,40,1,0
32,1,178449,7,9,2,11,1,1,1,0,0,50,1,0
23,1,161708,4,10,2,2,5,1,2,0,0,20,1,0
44,#N/A,174147,4,10,3,#N/A,3,1,1,0,0,40,1,0
31,1,59469,7,9,2,2,1,1,1,0,0,40,1,0
55,1,160303,7,9,4,4,6,1,2,0,0,40,1,0
37,1,69481,7,9,1,5,1,1,1,0,0,40,1,0
29,5,270421,10,14,2,10,1,1,1,0,0,50,1,0
41,1,177905,10,14,3,10,3,1,1,0,0,45,1,1
44,4,109414,3,13,3,4,3,3,1,0,1977,40,9,1
27,3,151402,7,9,3,8,3,1,1,0,1573,70,1,0
56,1,170324,13,3,3,11,3,2,1,0,0,40,#N/A,0
24,2,292816,#N/A,11,2,4,2,1,2,0,0,40,1,0
46,2,114396,10,14,3,10,3,1,1,0,0,40,1,1
40,#N/A,162108,3,13,1,#N/A,1,1,2,0,0,50,1,0
37,1,549174,7,9,3,11,3,1,1,0,0,50,1,1
47,1,170846,15,12,3,4,4,1,2,0,0,40,5,1
23,1,182615,4,10,2,4,2,1,1,0,0,40,1,0
57,1,80149,3,13,3,1,3,1,1,0,1977,40,14,1
31,1,373185,4,10,2,11,5,1,1,0,0,42,7,0
43,1,180096,#N/A,11,3,11,3,1,1,0,0,50,1,1
20,1,148509,7,9,2,2,1,1,2,0,0,40,1,0
27,1,198197,3,13,2,12,1,1,1,0,0,45,1,0
32,1,152156,7,9,#N/A,11,1,1,1,0,0,53,1,0
45,1,174426,7,9,3,11,3,1,1,0,0,40,1,0
28,4,56651,3,13,2,10,2,2,2,0,0,40,1,0
55,1,141807,1,16,3,1,3,1,1,0,0,40,1,1
24,1,190290,3,13,2,6,1,1,1,0,0,60,1,0
39,6,285890,4,10,3,10,3,2,1,0,0,40,31,1
38,3,85492,7,9,2,4,1,1,2,0,0,50,1,0
34,1,210736,4,10,#N/A,4,5,2,2,0,0,40,#N/A,0
25,1,185836,4,10,2,2,1,1,2,0,0,40,1,0
36,1,99146,4,10,3,5,3,1,1,0,1887,40,1,1
37,1,193815,15,12,3,10,3,1,1,0,0,45,1,1
50,5,163921,5,4,3,3,3,1,1,0,0,40,1,0
32,1,108023,10,14,2,4,1,1,1,0,0,40,1,0
39,1,198097,3,13,1,1,1,1,1,0,0,50,1,0
70,1,89787,7,9,3,10,3,1,1,0,0,20,1,0
40,2,21189,3,13,1,4,6,2,2,0,0,32,1,0
17,1,89160,2,8,2,14,2,1,2,0,0,18,1,0
41,3,186909,10,14,3,6,4,1,2,0,1902,35,1,1
34,1,208043,#N/A,11,3,10,3,1,1,7298,0,45,1,1
28,1,478315,3,13,2,10,2,2,2,0,0,40,1,0
32,1,250583,4,10,1,6,1,1,2,0,0,38,1,0
23,1,199915,3,13,2,4,2,1,2,0,0,35,1,0
31,1,208881,7,9,3,11,3,1,1,0,0,50,1,1
35,1,281982,7,9,3,4,3,1,1,0,0,40,1,0
35,1,178322,3,13,3,6,3,1,1,0,0,40,1,1
35,1,305379,3,13,3,1,3,1,1,0,1887,50,1,1
44,1,257758,1,16,3,10,3,1,1,0,0,40,1,1
50,1,193871,10,14,3,10,4,1,2,0,0,38,1,0
41,1,230020,7,9,3,11,3,#N/A,1,0,0,40,1,0
34,#N/A,330301,5,4,#N/A,#N/A,5,2,2,0,0,40,1,0
52,1,92968,3,13,#N/A,1,5,1,2,0,0,40,#N/A,0
74,1,260669,8,6,1,2,1,1,2,0,0,1,1,0
26,4,276075,4,10,3,4,3,2,1,0,0,40,1,0
34,2,34104,10,14,3,10,3,1,1,7688,0,38,1,1
37,1,709445,7,9,#N/A,11,6,2,1,0,0,40,1,0
44,1,109912,1,16,3,1,4,1,2,15024,0,32,1,1
42,1,184018,10,14,3,6,3,1,1,0,0,45,1,1
41,1,173307,7,9,3,11,3,1,1,0,0,40,1,1
29,1,167716,7,9,1,2,5,1,2,0,0,99,1,0
26,1,196805,4,10,3,3,3,2,1,0,0,65,1,0
18,1,233740,9,7,2,6,2,1,2,0,0,18,1,0
50,1,343847,7,9,3,9,3,1,1,0,0,38,1,1
40,1,439919,6,5,3,5,3,1,1,0,0,40,7,0
60,3,145209,7,9,3,6,3,1,1,0,0,60,1,0
50,1,24790,7,9,3,11,3,1,1,0,0,40,1,0
34,3,181091,4,10,2,8,2,1,1,0,0,50,1,0
58,5,156649,14,2,4,7,5,2,1,0,0,40,1,0
36,5,28996,7,9,3,3,3,1,1,0,0,40,1,0
34,5,206707,4,10,3,9,3,1,1,0,0,60,1,0
37,1,124293,4,10,3,4,3,1,1,0,0,50,1,0
17,1,130125,8,6,2,2,2,4,2,1055,0,20,1,0
24,1,123226,3,13,2,10,1,1,1,0,0,40,1,0
40,1,196344,7,9,3,11,3,1,1,0,1887,45,1,1
27,4,105189,7,9,1,4,1,1,1,4865,0,50,1,0
30,1,169152,7,9,2,12,5,1,2,0,0,40,1,0
29,1,82910,4,10,3,3,3,1,1,0,0,40,1,0
42,2,126333,7,9,3,6,4,1,2,0,0,40,1,0
29,#N/A,153167,4,10,2,#N/A,2,2,2,0,0,40,1,0
47,3,60087,4,10,5,1,1,1,2,0,0,60,1,0
41,1,392167,8,6,1,6,1,1,1,0,0,48,1,0
47,3,85982,10,14,2,10,1,4,2,0,0,60,1,0
71,1,124901,7,9,3,6,3,1,1,0,0,50,1,0
49,1,164733,7,9,1,9,1,1,1,0,0,40,1,0
18,1,170627,9,7,2,2,2,1,2,0,0,15,1,0
21,1,186452,4,10,2,2,2,1,1,0,0,35,1,0
43,5,214242,4,10,3,11,3,1,1,0,0,40,1,1
19,1,208656,4,10,2,4,2,1,2,594,0,20,1,0
31,1,298995,7,9,3,2,4,2,2,0,0,35,1,0
32,1,80058,9,7,1,6,1,1,1,0,0,43,1,1
32,2,213389,4,10,1,9,5,1,2,0,1726,38,1,0
38,2,110426,1,16,3,10,4,1,2,7688,0,40,#N/A,1
31,1,121321,9,7,3,6,3,1,1,0,0,51,1,0
41,1,163322,9,7,1,1,5,1,2,0,0,36,1,0
51,5,116286,10,14,3,10,3,1,1,0,0,60,1,1
37,1,194630,7,9,1,11,1,1,1,0,0,50,1,0
58,5,36091,10,14,2,1,1,4,2,0,0,40,1,0
44,5,433705,7,9,3,9,3,1,1,0,0,52,1,1
31,1,100734,1,16,2,10,1,1,2,0,0,28,1,0
17,1,345403,8,6,2,2,2,1,1,0,0,40,1,0
29,1,185019,2,8,2,2,1,#N/A,1,0,0,40,1,0
45,1,98765,7,9,2,5,5,1,2,0,0,40,11,0
22,1,100235,7,9,2,7,2,1,1,0,0,40,1,0
30,1,296897,7,9,1,4,5,2,2,0,0,40,1,0
35,1,147548,7,9,3,3,3,1,1,0,0,60,1,0
62,1,211408,#N/A,11,3,12,3,1,1,0,0,40,1,1
24,1,314182,7,9,2,3,1,1,2,0,0,50,1,0
28,1,96020,3,13,3,1,4,1,2,0,0,50,1,1
21,#N/A,143995,4,10,2,#N/A,2,2,1,0,0,20,1,0
28,1,186720,4,10,2,2,2,1,2,0,0,50,1,0
62,1,110103,7,9,4,11,5,2,2,0,0,40,1,0
25,6,90752,3,13,2,6,1,1,2,0,0,50,1,0
27,1,189777,7,9,3,11,3,1,1,0,0,40,1,0
26,1,318644,7,9,2,6,2,1,1,0,0,35,1,0
33,1,251120,3,13,3,6,3,1,1,7688,0,50,1,1
26,5,150553,3,13,2,4,2,3,2,0,0,50,1,0
38,1,117802,7,9,3,5,3,1,1,0,0,65,1,1
20,1,416103,4,10,2,7,2,1,1,0,0,40,1,0
36,1,298635,3,13,3,2,3,#N/A,1,0,0,40,22,1
33,1,161444,7,9,3,5,3,1,1,0,0,40,1,0
21,#N/A,242736,15,12,2,#N/A,2,1,2,0,0,40,1,0
28,1,302903,3,13,3,10,4,3,2,0,1485,40,1,0
68,1,174895,7,9,3,2,3,1,1,0,0,40,1,0
20,1,281743,4,10,2,2,2,1,1,0,0,50,1,0
23,1,122048,7,9,2,5,1,1,2,0,0,40,1,0
39,1,186130,12,15,3,1,3,1,1,0,0,55,1,1
23,3,258298,3,13,2,4,2,1,1,0,2231,40,1,1
50,1,269095,7,9,1,4,1,1,2,0,0,40,1,0
42,6,27187,10,14,3,8,3,1,1,0,0,60,1,1
47,1,171751,7,9,1,6,1,1,2,0,0,40,1,0
20,1,39477,4,10,2,8,1,1,2,0,0,40,1,0
50,1,129673,3,13,1,1,1,1,2,0,0,50,1,1
35,1,153790,4,10,2,6,1,4,2,0,0,40,1,0
58,1,219537,5,4,1,5,5,1,2,0,0,40,1,0
64,1,114994,7,9,3,7,3,1,1,0,0,18,1,0
20,#N/A,125905,4,10,2,#N/A,2,1,1,0,0,30,1,0
42,1,173888,7,9,5,4,1,1,1,0,0,52,1,0
56,5,242670,4,10,4,4,5,1,2,0,0,40,1,0
30,1,345705,4,10,3,1,6,1,1,0,0,40,1,0
26,5,104614,3,13,2,10,2,1,2,0,0,40,1,0
21,1,131230,7,9,3,11,3,1,1,0,0,37,1,0
41,1,323919,5,4,3,11,3,1,1,0,0,40,1,0
67,6,168370,4,10,3,6,3,1,1,0,0,40,1,0
60,2,194252,10,14,3,1,4,1,2,3103,0,40,1,1
36,1,372525,4,10,3,6,3,1,1,0,0,48,1,0
27,1,341504,4,10,2,4,5,1,2,0,0,40,1,0
30,1,187203,3,13,3,7,3,1,1,0,0,40,1,0
24,1,216129,3,13,2,6,1,1,1,0,0,50,1,0
52,1,357596,4,10,3,6,3,1,1,0,0,48,1,1
32,1,459007,7,9,3,9,3,1,1,0,0,90,1,0
28,1,383322,#N/A,11,3,5,3,1,1,0,0,40,1,1
17,1,277112,9,7,2,6,2,1,1,0,0,30,1,0
28,1,57066,7,9,3,3,3,1,1,0,0,40,1,0
63,1,137843,4,10,3,6,3,1,1,7298,0,48,1,1
18,1,145643,9,7,2,2,2,1,2,0,0,9,1,0
19,1,181572,4,10,2,4,2,1,1,0,0,40,1,0
35,1,251396,3,13,3,10,3,1,1,0,0,50,1,1
37,1,305259,15,12,1,1,1,1,2,0,0,48,1,0
38,3,245090,3,13,3,12,3,1,1,0,0,50,1,1
48,1,143920,10,14,1,10,1,1,1,0,0,25,1,0
33,5,83671,3,13,2,10,1,2,2,0,0,50,1,0
77,1,187656,4,10,4,14,1,1,2,0,0,20,1,0
50,1,154728,4,10,3,12,3,1,1,0,0,40,1,1
40,5,303212,3,13,3,10,3,1,1,0,0,40,1,1
40,#N/A,65545,10,14,1,#N/A,2,1,2,0,0,55,1,0
34,1,132544,4,10,3,6,3,1,1,0,0,99,1,0
42,3,53956,7,9,1,1,5,1,1,0,0,55,1,0
49,6,119565,10,14,3,6,3,1,1,0,0,40,1,1
39,6,124685,10,14,1,1,1,3,1,0,0,99,2,1
34,1,134737,#N/A,11,3,5,3,1,1,0,0,40,1,0
27,1,199172,3,13,2,9,2,1,2,0,0,40,1,0
22,1,305466,7,9,2,7,1,1,1,0,0,40,1,0
48,1,176732,6,5,1,6,1,1,2,0,0,40,1,0
25,1,179953,10,14,2,10,2,1,2,2597,0,31,1,0
50,1,144361,7,9,3,11,3,1,1,0,0,40,1,0
22,1,374116,7,9,2,6,5,1,2,0,0,35,1,0
59,5,212600,4,10,#N/A,9,1,1,1,0,0,40,1,1
17,1,93235,2,8,2,2,2,1,2,0,1721,25,1,0
25,1,326370,4,10,2,4,1,1,1,0,0,38,#N/A,0
37,1,163392,7,9,2,3,6,3,1,0,0,40,#N/A,0
41,1,138907,7,9,1,14,6,2,2,0,0,40,1,0
32,1,222548,7,9,1,4,2,1,2,0,0,40,1,0
45,#N/A,83601,2,8,4,#N/A,5,1,2,0,0,70,1,0
35,1,356838,4,10,3,12,3,1,1,2829,0,55,24,0
42,2,117583,1,16,1,10,1,1,2,8614,0,60,1,1
30,1,284826,7,9,3,10,3,1,1,0,0,50,1,0
25,1,176864,3,13,2,1,1,1,1,0,0,40,1,0
59,1,194573,2,8,3,5,3,2,1,0,0,40,1,1
28,5,84657,3,13,1,10,1,1,2,0,0,40,1,0
29,1,294592,10,14,2,1,1,1,1,0,0,45,1,0
30,1,342709,7,9,3,12,3,1,1,0,0,40,1,0
35,3,95455,3,13,1,1,5,1,2,0,0,55,1,0
29,1,178244,7,9,3,5,3,1,1,0,0,40,1,0
25,1,194352,3,13,1,10,1,1,2,0,0,44,1,0
60,3,119575,7,9,3,6,3,1,1,0,0,50,1,0
24,2,166851,10,14,2,10,1,1,1,0,0,13,1,0
50,2,201513,7,9,1,4,2,1,2,0,0,40,1,0
22,1,29810,4,10,2,3,2,1,2,0,0,30,1,0
68,4,422013,7,9,1,10,1,1,2,0,3683,40,1,0
62,1,177028,7,9,3,9,3,2,1,0,0,40,1,0
41,1,344624,3,13,3,1,3,1,1,7688,0,50,1,1
25,5,295289,7,9,2,10,2,2,2,0,0,40,1,0
46,1,130779,4,10,3,4,3,1,1,0,0,40,1,0
51,1,256051,9,7,3,3,3,2,1,0,1628,40,1,0
45,1,118291,4,10,2,11,1,1,2,0,0,80,1,0
47,1,268022,7,9,3,3,3,1,1,0,0,55,1,1
42,3,248876,4,10,1,11,5,1,1,0,0,55,1,0
33,4,137184,15,12,1,1,5,1,1,0,0,50,1,1
36,3,186934,4,10,3,6,3,1,1,0,0,55,1,0
55,1,92215,7,9,1,4,1,1,2,0,0,40,1,0
22,1,184756,4,10,2,6,2,1,2,0,0,30,1,0
24,1,114939,#N/A,11,3,4,4,1,2,0,0,40,1,0
40,1,320451,3,13,3,12,3,3,1,0,0,40,#N/A,1
43,1,34007,7,9,3,11,3,1,1,0,0,40,1,1
23,1,190273,3,13,2,10,2,1,1,0,0,40,1,0
31,1,49398,4,10,3,12,3,1,1,0,0,40,1,0
58,1,315081,15,12,3,6,3,1,1,0,0,42,1,1
40,5,225660,3,13,2,9,1,1,2,0,0,40,1,0
63,1,223637,7,9,2,2,1,2,2,0,0,50,1,0
45,1,192835,4,10,3,1,3,1,1,0,0,40,1,0
41,1,80666,4,10,3,10,3,1,1,0,0,50,1,1
44,5,159449,4,10,3,9,3,1,1,0,0,80,1,1
37,1,356250,7,9,3,11,3,3,1,0,0,40,3,0
36,6,48063,7,9,3,8,3,1,1,0,0,80,1,0
19,1,389143,4,10,2,6,2,1,1,0,0,40,1,0
59,#N/A,556688,6,5,1,#N/A,1,1,2,0,0,12,1,0
54,1,292673,14,2,3,2,3,1,1,0,0,35,7,0
26,1,160445,7,9,1,11,1,1,1,0,0,40,1,0
37,1,219546,#N/A,11,3,11,3,1,1,4386,0,44,1,1
23,5,287988,3,13,2,10,1,1,1,0,0,40,1,0
45,1,235646,3,13,3,1,3,1,1,0,0,40,1,1
46,3,168195,12,15,3,10,3,1,1,0,1902,45,1,1
18,1,170183,7,9,2,4,2,1,2,0,0,10,1,0
50,6,163921,7,9,3,6,3,1,1,0,0,48,1,1
38,3,180477,12,15,3,10,3,1,1,0,0,37,1,1
36,1,128516,7,9,1,2,1,1,2,0,0,20,1,0
17,#N/A,215743,9,7,2,#N/A,2,1,1,0,0,40,1,0
25,1,199545,4,10,3,1,4,1,2,0,0,15,1,0
73,#N/A,139049,7,9,4,#N/A,1,1,2,0,0,22,1,1
23,1,117767,7,9,2,4,2,1,1,0,0,36,1,0
23,5,220912,3,13,2,10,1,2,2,0,0,40,1,0
18,1,225859,4,10,2,3,2,1,1,2907,0,30,1,0
17,1,139183,8,6,2,6,2,1,2,0,0,15,1,0
39,1,174343,6,5,3,11,3,1,1,0,0,40,1,0
34,1,203488,3,13,3,6,3,1,1,15024,0,40,1,1
33,1,70240,4,10,2,2,2,3,2,0,0,40,9,0
39,1,334366,3,13,#N/A,10,5,1,2,0,0,50,1,1
66,#N/A,188686,3,13,3,#N/A,4,1,2,0,0,4,1,0
47,1,234994,5,4,#N/A,11,5,1,1,0,0,40,16,0
19,2,261422,4,10,2,10,2,1,1,0,0,40,1,0
47,1,233511,7,9,1,1,1,1,1,0,0,40,1,0
35,2,194828,4,10,2,10,2,2,2,0,0,40,1,0
46,4,140664,4,10,3,1,3,1,1,0,0,48,1,1
56,#N/A,119254,8,6,1,#N/A,1,1,2,0,0,40,1,0
36,1,128876,8,6,3,11,3,1,1,0,0,40,1,0
31,1,213750,4,10,2,6,1,1,1,0,0,45,1,0
61,1,199193,15,12,1,10,2,1,1,0,0,40,1,0
52,1,210736,7,9,3,12,3,1,1,0,0,40,1,1
64,4,86837,15,12,3,2,3,3,1,0,0,40,1,1
22,5,164775,13,3,2,7,6,1,1,0,0,40,27,1
59,1,205949,7,9,#N/A,11,5,4,2,0,0,40,1,0
36,1,354078,3,13,3,10,3,1,1,0,0,60,1,1
26,1,245880,7,9,2,4,1,1,1,0,0,60,1,0
28,1,282398,4,10,#N/A,12,5,1,1,0,0,40,1,1
42,1,121718,4,10,3,4,3,1,1,0,0,40,14,0
28,4,188278,3,13,2,9,1,1,1,0,0,50,1,0
26,1,233777,7,9,3,5,3,1,1,0,0,40,1,1
22,3,26248,7,9,2,2,2,1,2,0,0,50,1,0
31,1,106637,4,10,1,4,5,1,2,0,0,20,1,0
20,1,204641,7,9,2,4,2,1,1,0,0,20,1,0
30,1,206046,7,9,3,11,3,1,1,0,1848,40,1,1
74,1,84197,10,14,1,6,1,1,2,0,0,10,1,0
40,6,193524,4,10,3,8,3,1,1,0,0,40,1,1
67,5,103315,10,14,2,1,6,1,2,15831,0,72,1,1
58,6,100960,7,9,3,6,3,1,1,0,0,50,1,0
34,3,177639,15,12,2,11,1,1,1,0,0,40,1,0
47,1,180243,3,13,2,6,6,1,2,0,0,40,1,0
43,1,172364,7,9,#N/A,1,1,1,2,0,0,48,1,0
42,4,34218,3,13,3,1,3,1,1,7298,0,50,1,1
31,1,177675,4,10,3,6,3,1,1,0,0,60,1,1
27,1,238267,4,10,2,2,5,1,2,0,0,10,1,0
40,1,135384,7,9,#N/A,5,5,2,2,0,0,40,1,0
29,3,239511,4,10,#N/A,4,5,1,2,0,0,50,1,0
23,1,33644,3,13,2,2,1,1,2,0,0,50,1,0
49,#N/A,407495,7,9,5,#N/A,1,1,1,0,0,70,1,0
28,1,132750,7,9,1,2,5,2,2,0,0,20,1,0
52,6,334273,1,16,3,10,3,1,1,99999,0,65,1,1
39,1,328466,9,7,3,2,3,1,1,2407,0,70,7,0
38,1,172538,3,13,3,12,3,1,1,0,1977,40,1,1
26,1,197967,7,9,3,6,3,1,1,0,0,65,1,0
26,1,291968,7,9,3,3,3,1,1,0,0,44,1,0
89,1,152839,3,13,3,6,3,1,1,0,0,40,1,0
34,1,170017,7,9,1,11,2,1,1,0,0,40,1,0
23,1,224115,3,13,2,10,1,1,2,0,0,30,1,0
28,#N/A,201844,7,9,#N/A,#N/A,5,1,2,0,0,40,7,0
37,3,162834,7,9,3,6,3,1,1,0,1902,45,1,1
24,1,161415,9,7,2,2,6,1,1,0,0,35,1,0
51,1,29036,7,9,1,4,5,1,2,0,0,40,1,0
36,4,218542,15,12,3,4,4,1,2,0,0,40,1,1
29,1,262208,4,10,2,2,1,2,2,0,0,30,13,0
52,1,270221,3,13,3,10,3,1,1,15024,0,44,1,1
41,1,197372,7,9,3,11,3,1,1,0,0,60,1,1
54,#N/A,389182,7,9,1,#N/A,1,1,2,0,0,60,14,0
20,1,68358,4,10,2,4,2,1,2,0,0,12,1,0
59,1,374924,7,9,#N/A,6,5,2,2,0,0,40,1,0
53,5,394765,10,14,3,1,3,1,1,0,0,40,1,0
54,6,304955,7,9,3,1,3,1,1,0,0,30,1,0
27,1,194590,15,12,3,4,4,2,2,0,0,25,1,0
48,1,35406,#N/A,11,#N/A,2,1,1,2,0,0,30,1,0
35,1,65876,#N/A,11,3,11,3,1,1,0,0,42,1,1
49,1,175958,3,13,3,1,3,1,1,0,0,46,1,1
50,1,195690,7,9,3,7,3,1,1,0,0,45,1,0
24,1,48343,9,7,2,2,1,2,2,0,0,40,1,0
28,4,329426,3,13,2,1,1,1,1,0,0,50,1,1
58,3,99141,7,9,1,8,5,1,2,0,0,10,1,0
38,1,99388,15,12,3,2,3,1,1,0,0,40,23,0
50,5,68898,1,16,3,1,3,1,1,0,0,55,1,1
79,#N/A,48574,5,4,4,#N/A,1,1,1,0,0,40,1,0
26,1,459548,7,9,2,7,1,1,1,0,0,20,7,0
45,1,109434,3,13,3,10,3,1,1,0,0,55,1,0
21,1,30796,4,10,2,2,2,1,2,0,0,25,1,0
37,1,228598,4,10,3,7,3,#N/A,1,0,0,40,7,0
43,1,152629,7,9,3,11,3,1,1,0,0,40,1,1
36,1,225330,7,9,1,2,5,1,2,0,0,40,1,0
31,1,232475,4,10,3,4,3,1,1,0,0,40,1,0
32,1,97429,3,13,1,1,5,1,2,0,0,40,11,0
26,1,211424,4,10,3,7,3,1,1,0,0,40,1,1
45,1,243743,3,13,3,1,3,1,1,0,0,60,1,1
65,1,80174,7,9,1,1,6,1,2,1848,0,50,1,0
52,#N/A,248113,11,1,5,#N/A,6,1,1,0,0,40,7,0
49,1,165152,7,9,3,6,3,1,1,0,0,48,1,1
43,6,82488,3,13,3,6,2,3,2,0,0,40,9,1
25,1,182227,15,12,2,10,1,1,1,0,0,55,1,0
39,1,89508,3,13,3,6,3,1,1,0,0,40,1,0
41,1,22201,3,13,3,1,3,3,1,0,0,40,2,1
59,1,69884,12,15,5,10,5,1,1,0,0,50,1,0
35,3,171968,7,9,#N/A,3,1,1,1,0,0,70,1,0
30,1,373914,9,7,3,11,3,1,1,0,0,40,1,0
52,1,126978,7,9,3,5,4,3,2,0,0,40,10,0
39,1,33983,4,10,3,4,3,1,1,15024,0,40,1,1
63,3,231105,4,10,3,5,3,1,1,0,0,35,1,1
27,#N/A,204074,7,9,2,#N/A,1,1,1,0,0,40,1,0
39,3,102178,4,10,3,1,3,1,1,0,0,35,1,0
49,#N/A,271346,3,13,3,#N/A,3,1,1,15024,0,60,1,1
31,1,141118,7,9,#N/A,2,5,1,2,0,0,24,1,0
34,3,234960,3,13,3,10,3,2,1,0,1887,48,1,1
56,1,136472,5,4,3,5,3,2,1,0,0,48,1,0
31,1,441949,4,10,3,12,3,1,1,0,0,40,7,1
31,1,228873,7,9,3,11,3,1,1,0,0,40,1,0
62,5,140851,7,9,3,2,3,1,1,0,0,40,1,1
19,#N/A,197057,4,10,2,#N/A,2,2,1,0,0,30,1,0
56,1,131608,4,10,3,6,3,1,1,0,0,40,1,1
37,1,166213,7,9,1,12,5,1,1,0,0,40,1,0
39,1,348960,7,9,3,7,3,1,1,0,0,40,1,0
53,2,50048,1,16,3,10,3,1,1,7688,0,50,1,1
21,1,197997,4,10,2,4,2,1,1,0,0,30,1,0
31,3,203181,8,6,3,11,3,1,1,0,0,35,1,0
32,1,270335,3,13,3,4,6,1,1,0,0,40,9,1
27,1,125791,3,13,2,10,6,1,2,0,0,15,1,0
69,1,200560,3,13,3,7,3,1,1,0,0,20,1,0
35,1,112512,7,9,4,2,2,1,2,0,0,40,1,0
26,5,345779,3,13,2,10,1,1,1,0,0,43,1,0
17,1,171080,9,7,2,2,2,1,1,0,0,12,1,0
35,5,195516,7,9,1,1,1,1,1,0,0,40,1,0
40,1,338740,7,9,3,1,3,1,1,0,0,40,1,0
19,3,342384,9,7,3,11,2,1,1,0,2129,55,1,0
17,1,234780,7,9,2,8,2,2,1,0,0,40,1,0
22,2,190625,3,13,3,1,3,1,1,0,0,20,1,0
34,1,228873,1,16,3,10,3,1,1,0,0,45,1,1
39,3,188571,9,7,3,3,3,1,1,0,0,40,1,0
34,3,112650,5,4,2,11,2,1,1,0,0,40,1,0
70,1,405362,5,4,4,2,5,2,2,0,0,38,1,0
32,1,51150,2,8,3,2,4,1,2,0,0,40,1,0
38,5,37931,7,9,3,9,3,1,1,0,0,40,1,1
